direction,entry_time,exit_time,entry,stop,target,exit,rr_target,r,outcome,zone_source,bars_held
short,2025-05-27 07:00:00+01:00,2025-05-29 00:00:00+01:00,1.1368803977966309,1.1415201151371002,1.1261261701583862,1.1261261701583862,2.3178626733232934,2.3178626733232934,target,bpr,41
short,2025-06-13 01:00:00+01:00,2025-06-24 15:00:00+01:00,1.1560693979263306,1.163699862241745,1.1390818357467651,1.163699862241745,2.226281583579221,-1.0,stop,fvg,180
short,2025-06-26 23:00:00+01:00,2025-06-27 13:00:00+01:00,1.168770432472229,1.1747708969593047,1.1551345586776733,1.1747708969593047,2.272469710290887,-1.0,stop,fvg,14
short,2025-07-01 17:00:00+01:00,2025-07-15 16:00:00+01:00,1.176747441291809,1.1833885907649995,1.1607661247253418,1.1607661247253418,2.4064082025230955,2.4064082025230955,target,fvg,237
long,2025-07-16 18:00:00+01:00,2025-07-29 07:00:00+01:00,1.1645511388778687,1.1565066952228547,1.1886844698429107,1.1565066952228547,3.0,-1.0,stop,fvg,203
short,2025-08-05 03:00:00+01:00,2025-08-06 11:00:00+01:00,1.156336784362793,1.1593833844184875,1.1461317539215088,1.1593833844184875,3.349645590076514,-1.0,stop,fvg,32
short,2025-08-07 12:00:00+01:00,2025-08-13 08:00:00+01:00,1.1648223400115967,1.170372029042244,1.1532695293426514,1.170372029042244,2.0817041468714454,-1.0,stop,fvg,91
long,2025-08-22 15:00:00+01:00,2025-08-27 09:00:00+01:00,1.172195553779602,1.1585168769836427,1.2132315841674801,1.1585168769836427,3.0,-1.0,stop,fvg,65
long,2025-09-10 14:00:00+01:00,2025-09-11 07:00:00+01:00,1.172333002090454,1.1689465571403503,1.1824923369407654,1.1689465571403503,3.0,-1.0,stop,fvg,17
long,2025-09-11 13:00:00+01:00,2025-09-16 17:00:00+01:00,1.1716461181640625,1.1667639140367507,1.1862927305459978,1.1862927305459978,3.0,3.0,target,bpr,75
short,2025-09-23 07:00:00+01:00,2025-09-24 15:00:00+01:00,1.179940938949585,1.1824092098236083,1.1731581687927246,1.1731581687927246,2.747984521570865,2.747984521570865,target,fvg,32
short,2025-10-01 11:00:00+01:00,2025-10-09 16:00:00+01:00,1.1728830337524414,1.1783694720983504,1.1564237187147144,1.1564237187147144,3.0,3.0,target,fvg,148
long,2025-10-10 08:00:00+01:00,2025-10-16 18:00:00+01:00,1.1582117080688477,1.1546367947340013,1.1683608293533325,1.1683608293533325,2.838983867260931,2.838983867260931,target,fvg,105
long,2025-11-03 15:00:00+00:00,2025-11-04 01:00:00+00:00,1.1528706550598145,1.1506502798795701,1.1575413942337036,1.1506502798795701,2.103581059384397,-1.0,stop,bpr,10
short,2025-11-10 00:00:00+00:00,2025-11-11 13:00:00+00:00,1.1558021306991577,1.1595176409244536,1.1479737758636475,1.1595176409244536,2.106939386739746,-1.0,stop,fvg,37
short,2025-11-12 04:00:00+00:00,2025-11-13 07:00:00+00:00,1.1575413942337036,1.1611330113887786,1.15035080909729,1.1611330113887786,2.002046661976012,-1.0,stop,bpr,27
long,2025-11-20 13:00:00+00:00,2025-11-21 11:00:00+00:00,1.15340256690979,1.1509151099443435,1.1586142778396606,1.1509151099443435,2.0951964203871567,-1.0,stop,fvg,22
